# hostname;interval;timestamp;CPU;%usr;%nice;%sys;%iowait;%steal;%irq;%soft;%guest;%gnice;%idle[...];kbmemfree;kbavail;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty;kbanonpg;kbslab;kbkstack;kbpgtbl;kbvmused;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s;%ifutil[...];IFACE;rxerr/s;txerr/s;coll/s;rxdrop/s;txdrop/s;txcarr/s;rxfram/s;rxfifo/s;txfifo/s[...];call/s;retrans/s;read/s;write/s;access/s;getatt/s;scall/s;badcall/s;packet/s;udp/s;tcp/s;hit/s;miss/s;sread/s;swrite/s;saccess/s;sgetatt/s;totsck;tcpsck;udpsck;rawsck;ip-frag;tcp-tw;irec/s;fwddgm/s;idel/s;orq/s;asmrq/s;asmok/s;fragok/s;fragcrt/s;ihdrerr/s;iadrerr/s;iukwnpr/s;idisc/s;odisc/s;onort/s;asmf/s;fragf/s;imsg/s;omsg/s;iech/s;iechr/s;oech/s;oechr/s;itm/s;itmr/s;otm/s;otmr/s;iadrmk/s;iadrmkr/s;oadrmk/s;oadrmkr/s;ierr/s;oerr/s;idstunr/s;odstunr/s;itmex/s;otmex/s;iparmpb/s;oparmpb/s;isrcq/s;osrcq/s;iredir/s;oredir/s;active/s;passive/s;iseg/s;oseg/s;atmptf/s;estres/s;retrans/s;isegerr/s;orsts/s;idgm/s;odgm/s;noport/s;idgmerr/s;tcp6sck;udp6sck;raw6sck;ip6-frag;irec6/s;fwddgm6/s;idel6/s;orq6/s;asmrq6/s;asmok6/s;imcpck6/s;omcpck6/s;fragok6/s;fragcr6/s;ihdrer6/s;iadrer6/s;iukwnp6/s;i2big6/s;idisc6/s;odisc6/s;inort6/s;onort6/s;asmf6/s;fragf6/s;itrpck6/s;imsg6/s;omsg6/s;iech6/s;iechr6/s;oechr6/s;igmbq6/s;igmbr6/s;ogmbr6/s;igmbrd6/s;ogmbrd6/s;irtsol6/s;ortsol6/s;irtad6/s;inbsol6/s;onbsol6/s;inbad6/s;onbad6/s;ierr6/s;idtunr6/s;odtunr6/s;itmex6/s;otmex6/s;iprmpb6/s;oprmpb6/s;iredir6/s;oredir6/s;ipck2b6/s;opck2b6/s;idgm6/s;odgm6/s;noport6/s;idgmer6/s;CPU;total/s;dropd/s;squeezd/s;rx_rps/s;flw_lim/s[...]
target;1;2023-05-24 19:51:43 UTC;-1;0,00;0,00;6,09;0,00;0,00;0,00;18,28;0,00;0,00;75,62;3420996;3575548;186836;4,65;29104;312472;498860;12,42;142760;263788;176;92844;68308;2624;1992;30856;enp0s3;42919,80;710,89;63457,60;45,85;0,00;0,00;0,00;51,98;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1538,61;0,00;1538,61;711,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1538,61;711,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1539,60;0,00;20,79;0,00;0,00
target;1;2023-05-24 19:51:44 UTC;-1;0,00;0,00;6,09;0,00;0,00;0,00;16,90;0,00;0,00;77,01;3422456;3577008;185180;4,61;29104;312484;498860;12,42;142760;263788;188;92844;68492;2624;1992;30856;enp0s3;40024,00;673,00;59176,11;43,44;0,00;0,00;0,00;48,48;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1413,00;0,00;1413,00;674,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1413,00;674,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1412,00;0,00;15,00;0,00;0,00
target;1;2023-05-24 19:51:45 UTC;-1;0,00;0,00;6,27;0,00;0,00;0,00;19,37;0,00;0,00;74,36;3421728;3576280;186064;4,63;29104;312492;498860;12,42;142760;263788;196;92844;68328;2624;1992;30856;enp0s3;35666,00;762,00;52732,74;49,16;0,00;0,00;0,00;43,20;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1276,00;0,00;1276,00;762,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1276,00;762,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1276,00;0,00;24,00;0,00;0,00
target;1;2023-05-24 19:51:46 UTC;-1;0,00;0,00;5,15;0,27;0,00;0,00;24,66;0,00;0,00;69,92;3421748;3576300;186060;4,63;29104;312500;498860;12,42;142760;263788;204;92844;68304;2624;1992;30856;enp0s3;36724,00;1092,00;54297,01;70,42;0,00;0,00;0,00;44,48;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1324,00;0,00;1324,00;1092,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1324,00;1092,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1325,00;0,00;18,00;0,00;0,00
target;1;2023-05-24 19:51:47 UTC;-1;0,00;0,00;5,48;0,29;0,00;0,00;21,04;0,00;0,00;73,20;3421264;3575816;186516;4,64;29112;312512;498860;12,42;142760;263788;216;92844;68312;2624;1992;30856;enp0s3;32666,00;768,00;48297,19;49,59;0,00;0,00;0,00;39,57;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1171,00;0,00;1170,00;767,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1171,00;768,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1170,00;0,00;20,00;0,00;0,00
target;1;2023-05-24 19:51:48 UTC;-1;0,28;0,00;6,52;0,00;0,00;0,00;21,53;0,00;0,00;71,67;3422460;3577012;185136;4,61;29112;312520;498860;12,42;142760;263788;224;92844;68488;2624;1992;30856;enp0s3;33300,00;858,00;49234,57;55,39;0,00;0,00;0,00;40,33;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1221,00;0,00;1221,00;859,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1221,00;858,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1221,00;0,00;19,00;0,00;0,00
target;1;2023-05-24 19:51:49 UTC;-1;0,00;0,00;5,77;0,00;0,00;0,00;23,08;0,00;0,00;71,15;3422012;3576624;185688;4,62;29112;312528;498860;12,42;142768;263840;232;92844;68376;2624;1992;30856;enp0s3;35910,00;1067,00;53093,50;68,81;0,00;0,00;0,00;43,49;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1290,00;0,00;1291,00;1066,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1290,00;1066,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1290,00;0,00;17,00;0,00;0,00
target;1;2023-05-24 19:51:50 UTC;-1;0,27;0,00;6,68;0,00;0,00;0,00;21,39;0,00;0,00;71,66;3420196;3574808;187384;4,66;29112;312536;498860;12,42;142768;263840;240;92844;68488;2624;1992;30856;enp0s3;38201,98;910,89;56482,22;58,84;0,00;0,00;0,00;46,27;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1390,10;0,00;1390,10;909,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1390,10;909,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1391,09;0,00;13,86;0,00;0,00
target;1;2023-05-24 19:51:51 UTC;-1;0,00;0,00;5,16;0,00;0,00;0,00;18,48;0,00;0,00;76,36;3422040;3576652;185648;4,62;29112;312548;498860;12,42;142768;263840;252;92844;68368;2624;1992;30856;enp0s3;43065,00;748,00;63672,28;48,26;0,00;0,00;0,00;52,16;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1531,00;0,00;1531,00;748,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1532,00;748,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1531,00;0,00;11,00;0,00;0,00
target;1;2023-05-24 19:51:52 UTC;-1;0,00;0,00;7,16;0,28;0,00;0,00;16,53;0,00;0,00;76,03;3423892;3578504;183672;4,57;29120;312556;498860;12,42;142768;263840;260;92844;68476;2624;1992;30856;enp0s3;40886,00;638,00;60450,59;41,18;0,00;0,00;0,00;49,52;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1433,00;0,00;1433,00;638,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1432,00;638,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1432,00;0,00;8,00;0,00;0,00
target;1;2023-05-24 19:51:53 UTC;-1;0,00;0,00;7,26;0,00;0,00;0,00;15,64;0,00;0,00;77,09;3421648;3576260;186064;4,63;29120;312564;498860;12,42;142768;263840;268;92844;68320;2624;1992;30856;enp0s3;36327,00;600,00;53710,04;38,72;0,00;0,00;0,00;44,00;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1273,00;0,00;1273,00;601,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1273,00;601,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1273,00;0,00;10,00;0,00;0,00
target;1;2023-05-24 19:51:54 UTC;-1;0,00;0,00;4,38;0,27;0,00;0,00;18,90;0,00;0,00;76,44;3420120;3574732;187464;4,67;29120;312572;498860;12,42;142768;263840;276;92844;68440;2624;1992;30856;enp0s3;48472,00;798,00;71666,61;51,50;0,00;0,00;0,00;58,71;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1708,00;0,00;1708,00;797,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1708,00;797,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1712,00;0,00;12,00;0,00;0,00
target;1;2023-05-24 19:51:55 UTC;-1;0,00;0,00;5,26;0,00;0,00;0,00;19,39;0,00;0,00;75,35;3422484;3577096;185196;4,61;29120;312584;498860;12,42;142768;263840;0;92844;68332;2624;1992;30856;enp0s3;40611,00;696,00;60044,00;44,93;0,00;0,00;0,00;49,19;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1438,00;0,00;1438,00;697,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1438,00;697,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1434,00;0,00;17,00;0,00;0,00
target;1;2023-05-24 19:51:56 UTC;-1;0,00;0,00;5,48;0,00;0,00;0,00;17,26;0,00;0,00;77,26;3422088;3576700;185460;4,62;29120;312592;498860;12,42;142768;263840;12;92844;68456;2624;1992;30856;enp0s3;44934,00;749,00;66435,62;48,31;0,00;0,00;0,00;54,42;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1585,00;0,00;1585,00;749,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1585,00;750,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1586,00;0,00;7,00;0,00;0,00
target;1;2023-05-24 19:51:57 UTC;-1;0,00;0,00;6,76;0,56;0,00;0,00;14,65;0,00;0,00;78,03;3421540;3576212;186072;4,63;29128;312592;498860;12,42;142768;263900;20;92844;68384;2624;1992;30856;enp0s3;35730,00;570,00;52827,36;36,77;0,00;0,00;0,00;43,28;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1233,00;0,00;1233,00;569,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1233,00;568,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1233,00;0,00;10,00;0,00;0,00
target;1;2023-05-24 19:51:58 UTC;-1;0,28;0,00;5,06;0,00;0,00;0,00;18,54;0,00;0,00;76,12;3422752;3577424;184944;4,60;29128;312608;498860;12,42;142768;263900;40;92844;68284;2624;1992;30856;enp0s3;36541,58;691,09;54027,30;44,62;0,00;0,00;0,00;44,26;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1314,85;0,00;1314,85;694,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1314,85;695,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1313,86;0,00;15,84;0,00;0,00
target;1;2023-05-24 19:51:59 UTC;-1;0,00;0,00;3,94;0,00;0,00;0,00;22,25;0,00;0,00;73,80;3423456;3578128;184248;4,59;29128;312620;498860;12,42;142768;263900;52;92844;68264;2624;1992;30856;enp0s3;34579,00;811,00;51125,59;52,32;0,00;0,00;0,00;41,88;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1253,00;0,00;1253,00;809,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1253,00;808,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1253,00;0,00;18,00;0,00;0,00
