# hostname;interval;timestamp;CPU;%usr;%nice;%sys;%iowait;%steal;%irq;%soft;%guest;%gnice;%idle[...];kbmemfree;kbavail;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty;kbanonpg;kbslab;kbkstack;kbpgtbl;kbvmused;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s;%ifutil[...];IFACE;rxerr/s;txerr/s;coll/s;rxdrop/s;txdrop/s;txcarr/s;rxfram/s;rxfifo/s;txfifo/s[...];call/s;retrans/s;read/s;write/s;access/s;getatt/s;scall/s;badcall/s;packet/s;udp/s;tcp/s;hit/s;miss/s;sread/s;swrite/s;saccess/s;sgetatt/s;totsck;tcpsck;udpsck;rawsck;ip-frag;tcp-tw;irec/s;fwddgm/s;idel/s;orq/s;asmrq/s;asmok/s;fragok/s;fragcrt/s;ihdrerr/s;iadrerr/s;iukwnpr/s;idisc/s;odisc/s;onort/s;asmf/s;fragf/s;imsg/s;omsg/s;iech/s;iechr/s;oech/s;oechr/s;itm/s;itmr/s;otm/s;otmr/s;iadrmk/s;iadrmkr/s;oadrmk/s;oadrmkr/s;ierr/s;oerr/s;idstunr/s;odstunr/s;itmex/s;otmex/s;iparmpb/s;oparmpb/s;isrcq/s;osrcq/s;iredir/s;oredir/s;active/s;passive/s;iseg/s;oseg/s;atmptf/s;estres/s;retrans/s;isegerr/s;orsts/s;idgm/s;odgm/s;noport/s;idgmerr/s;tcp6sck;udp6sck;raw6sck;ip6-frag;irec6/s;fwddgm6/s;idel6/s;orq6/s;asmrq6/s;asmok6/s;imcpck6/s;omcpck6/s;fragok6/s;fragcr6/s;ihdrer6/s;iadrer6/s;iukwnp6/s;i2big6/s;idisc6/s;odisc6/s;inort6/s;onort6/s;asmf6/s;fragf6/s;itrpck6/s;imsg6/s;omsg6/s;iech6/s;iechr6/s;oechr6/s;igmbq6/s;igmbr6/s;ogmbr6/s;igmbrd6/s;ogmbrd6/s;irtsol6/s;ortsol6/s;irtad6/s;inbsol6/s;onbsol6/s;inbad6/s;onbad6/s;ierr6/s;idtunr6/s;odtunr6/s;itmex6/s;otmex6/s;iprmpb6/s;oprmpb6/s;iredir6/s;oredir6/s;ipck2b6/s;opck2b6/s;idgm6/s;odgm6/s;noport6/s;idgmer6/s;CPU;total/s;dropd/s;squeezd/s;rx_rps/s;flw_lim/s[...]
target;1;2023-05-24 19:25:46 UTC;-1;0,00;0,00;6,25;0,00;0,00;0,00;22,83;0,00;0,00;70,92;3427040;3577928;184584;4,59;27548;310628;498596;12,41;140888;261916;168;92620;67916;2592;1988;30744;enp0s3;34155,00;763,00;50498,70;49,22;0,00;0,00;0,00;41,37;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1198,00;0,00;1198,00;763,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1199,00;763,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1200,00;0,00;17,00;0,00;0,00
target;1;2023-05-24 19:25:47 UTC;-1;0,00;0,00;6,57;0,29;0,00;0,00;21,71;0,00;0,00;71,43;3427444;3578392;184096;4,58;27556;310636;498596;12,41;140896;261968;176;92620;67984;2592;1988;30744;enp0s3;30034,00;673,00;44405,74;43,44;0,00;0,00;0,00;36,38;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1082,00;0,00;1082,00;673,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1081,00;674,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1080,00;0,00;20,00;0,00;0,00
target;1;2023-05-24 19:25:48 UTC;-1;0,00;0,00;5,48;0,27;0,00;0,00;23,29;0,00;0,00;70,96;3427412;3578360;184160;4,58;27556;310644;498596;12,41;140896;261968;184;92620;67944;2592;1988;30744;enp0s3;35306,00;1061,00;52200,47;68,44;0,00;0,00;0,00;42,76;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1268,00;0,00;1268,00;1059,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1268,00;1058,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1268,00;0,00;11,00;0,00;0,00
target;1;2023-05-24 19:25:49 UTC;-1;0,00;0,00;6,04;0,00;0,00;0,00;23,63;0,00;0,00;70,33;3425948;3576896;185588;4,62;27556;310652;498596;12,41;140896;261968;192;92620;67972;2592;1988;30744;enp0s3;39015,00;1154,00;57684,29;74,47;0,00;0,00;0,00;47,25;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1419,00;0,00;1419,00;1155,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1419,00;1155,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1419,00;0,00;11,00;0,00;0,00
target;1;2023-05-24 19:25:50 UTC;-1;0,00;0,00;5,70;0,00;0,00;0,00;20,80;0,00;0,00;73,50;3426124;3577072;185528;4,62;27556;310664;498596;12,41;140896;261968;204;92620;67844;2592;1988;30744;enp0s3;31725,00;721,00;46905,91;46,54;0,00;0,00;0,00;38,43;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1135,00;0,00;1135,00;722,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1135,00;722,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1135,00;0,00;19,00;0,00;0,00
target;1;2023-05-24 19:25:51 UTC;-1;0,00;0,00;5,29;0,00;0,00;0,00;22,84;0,00;0,00;71,87;3427116;3578064;184468;4,59;27556;310672;498596;12,41;140896;261968;212;92620;67904;2592;1988;30744;enp0s3;33581,00;795,00;49650,03;51,29;0,00;0,00;0,00;40,67;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1194,00;0,00;1194,00;795,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1194,00;795,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1194,00;0,00;17,00;0,00;0,00
target;1;2023-05-24 19:25:52 UTC;-1;0,00;0,00;6,29;0,29;0,00;0,00;21,43;0,00;0,00;72,00;3426632;3577580;184900;4,60;27564;310680;498596;12,41;140896;261968;220;92620;67940;2592;1988;30744;enp0s3;32119,00;733,00;47488,44;47,33;0,00;0,00;0,00;38,90;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1144,00;0,00;1144,00;733,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1144,00;733,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1144,00;0,00;19,00;0,00;0,00
target;1;2023-05-24 19:25:53 UTC;-1;0,29;0,00;5,25;0,00;0,00;0,00;19,53;0,00;0,00;74,93;3428068;3579076;183448;4,57;27564;310688;498596;12,41;140904;262020;228;92620;67948;2592;1988;30744;enp0s3;30979,00;684,00;45802,94;44,13;0,00;0,00;0,00;37,52;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1092,00;0,00;1091,00;683,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1092,00;683,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1092,00;0,00;18,00;0,00;0,00
target;1;2023-05-24 19:25:54 UTC;-1;0,00;0,00;5,59;0,00;0,00;0,00;21,79;0,00;0,00;72,63;3428544;3579552;182856;4,55;27564;310700;498596;12,41;140904;262020;240;92620;68052;2592;1988;30744;enp0s3;31793,00;745,00;47006,45;48,09;0,00;0,00;0,00;38,51;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1143,00;0,00;1144,00;745,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1143,00;745,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1143,00;0,00;20,00;0,00;0,00
target;1;2023-05-24 19:25:55 UTC;-1;0,28;0,00;4,26;0,00;0,00;0,00;21,88;0,00;0,00;73,58;3427800;3578808;183720;4,57;27564;310708;498596;12,41;140904;262020;248;92620;67924;2592;1988;30744;enp0s3;32875,25;794,06;48606,57;51,21;0,00;0,00;0,00;39,82;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1172,28;0,00;1172,28;795,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1172,28;795,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1173,27;0,00;18,81;0,00;0,00
target;1;2023-05-24 19:25:56 UTC;-1;0,28;0,00;5,31;0,00;0,00;0,00;21,79;0,00;0,00;72,63;3425752;3576760;185700;4,62;27564;310716;498596;12,41;140904;262020;256;92620;67984;2592;1988;30744;enp0s3;32094,00;769,00;47451,48;49,63;0,00;0,00;0,00;38,87;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1143,00;0,00;1143,00;769,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1143,00;769,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1142,00;0,00;20,00;0,00;0,00
target;1;2023-05-24 19:25:57 UTC;-1;0,00;0,00;7,28;0,28;0,00;0,00;19,89;0,00;0,00;72,55;3425688;3576696;185748;4,62;27572;310716;498596;12,41;140904;262020;264;92620;67992;2592;1988;30744;enp0s3;30349,00;702,00;44871,47;45,28;0,00;0,00;0,00;36,76;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1088,00;0,00;1088,00;703,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1088,00;703,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1088,00;0,00;19,00;0,00;0,00
target;1;2023-05-24 19:25:58 UTC;-1;0,29;0,00;5,73;0,00;0,00;0,00;20,34;0,00;0,00;73,64;3425812;3576820;185596;4,62;27572;310736;498596;12,41;140904;262020;280;92620;68000;2592;1988;30744;enp0s3;30611,00;723,00;45258,84;46,63;0,00;0,00;0,00;37,08;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1076,00;0,00;1076,00;722,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1076,00;722,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1076,00;0,00;25,00;0,00;0,00
target;1;2023-05-24 19:25:59 UTC;-1;0,00;0,00;6,13;0,28;0,00;0,00;21,17;0,00;0,00;72,42;3425544;3576564;185860;4,63;27572;310744;498596;12,41;140904;262032;4;92620;67996;2592;1988;30744;enp0s3;30165,00;718,00;44599,42;46,35;0,00;0,00;0,00;36,54;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1088,00;0,00;1088,00;717,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1088,00;717,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1088,00;0,00;19,00;0,00;0,00
target;1;2023-05-24 19:26:00 UTC;-1;0,00;0,00;5,99;0,00;0,00;0,00;22,62;0,00;0,00;71,39;3426160;3577180;185140;4,61;27572;310752;498596;12,41;140904;262032;16;92620;68092;2592;1988;30744;enp0s3;35957,43;1069,31;53163,62;69,00;0,00;0,00;0,00;43,55;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1279,21;0,00;1279,21;1069,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1279,21;1069,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1280,20;0,00;9,90;0,00;0,00
target;1;2023-05-24 19:26:01 UTC;-1;0,00;0,00;6,63;0,00;0,00;0,00;22,65;0,00;0,00;70,72;3425880;3576900;185412;4,61;27572;310764;498596;12,41;140904;262032;28;92620;68088;2592;1988;30744;enp0s3;39007,00;1170,00;57672,46;75,49;0,00;0,00;0,00;47,25;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1386,00;0,00;1386,00;1171,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1386,00;1171,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1386,00;0,00;12,00;0,00;0,00
target;1;2023-05-24 19:26:02 UTC;-1;0,00;0,00;6,61;0,00;0,00;0,00;20,11;0,00;0,00;73,28;3426668;3577744;184700;4,60;27572;310772;498596;12,41;140912;262084;36;92624;68004;2592;1988;30744;enp0s3;27906,00;667,00;41259,46;43,03;0,00;0,00;0,00;33,80;enp0s3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152;2;2;0;0;0;1008,00;0,00;1008,00;667,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1008,00;667,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1;1007,00;0,00;31,00;0,00;0,00
